Name / Description,Src / Author
"[tut_desc name=""Source Filmmaker Official Full Tutorial by © Valve"" desc=""Full tutorial for Source Filmmaker by © 2012 Valve Corporation, Basically all the separate tuts merged into one"" link=""https://www.youtube.com/watch?v=xG02JftoiLU""  /]","[author name=""Alexander Kaminsky"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Cameras And Sessions - The JollyOldCinema Guide To Source Filmmaker Episode 1"" desc=""How To Use SFM And Create Posters And Videos"" link=""https://www.youtube.com/watch?v=xKazKHBFoY0""  /]","[author name=""JollyOldCinema"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to make an easy and cool poster in Source Filmmaker"" desc=""This is a tutorial on Source Filmmaker for posters! "" link=""https://www.youtube.com/watch?v=wAEEEbJp-L8""  /]","[author name=""xStronze"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Graph &amp; Motion Editing - SourceFilmmaker Tutorial"" desc=""Graph &amp; Motion Editing - SourceFilmmaker Tutorial"" link=""https://www.youtube.com/watch?v=jkcsUp6Gj2Y""  /]","[author name=""Pixel-Invasion"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""THE BASICS (Graph Editing)"" desc=""THE BASICS (Graph Editing)"" link=""https://www.youtube.com/watch?v=K9g_FcYtA84""  /]","[author name=""Pixel-Invasion"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""IMPORTING PRE-MADE ANIMATIONS"" desc=""IMPORTING PRE-MADE ANIMATIONS"" link=""https://www.youtube.com/watch?v=kyc91pfeIKc""  /]","[author name=""Pixel-Invasion"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to Import Custom Sounds into Sfm"" desc=""For this tutorial, I explain how to import your own sounds into Source Filmmaker for you to use in your animations."" link=""https://www.youtube.com/watch?v=l-MDMwRON9w""  /]","[author name=""Pixel-Invasion"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""My Source Filmmaker Tutorial"" desc=""Hey this is the best info I can post so far, for SFM to help others!"" link=""https://www.youtube.com/watch?v=28Ue7_nexQk""  /]","[author name=""DonutGuy"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Smooth Flying Camera Tutorial (Source Filmmaker)"" desc=""Smooth Flying Camera Tutorial (Source Filmmaker)"" link=""https://www.youtube.com/watch?v=o313JaB_4zw""  /]","[author name=""7SourceFilms"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How-To Paint Hats/Miscs. in Source Filmmaker"" desc=""How to paint your hat in Source Filmmaker!"" link=""https://www.youtube.com/watch?v=W4AUt_UAwUQ""  /]","[author name=""TehJawn"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Simple Tutorials - How to put hats on characters"" desc=""Simple Tutorials - How to put hats on characters"" link=""https://www.youtube.com/watch?v=aXfNtOIO6EQ""  /]","[author name=""Lewis Oak"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Hats &amp; Misc"" desc=""Hats &amp; Misc"" link=""https://www.youtube.com/watch?v=JrpRbPbuesI""  /]","[author name=""Barkin"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""PUT HATS ON PEOPLE! - How To: Source Filmmaker"" desc=""PUT HATS ON PEOPLE! - How To: Source Filmmaker"" link=""https://www.youtube.com/watch?v=Pgl52GTfylc""  /]","[author name=""FreakyJax"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to make a Team Fortress 2 Source Filmmaker Poster!"" desc=""How to make a Team Fortress 2 Source Filmmaker Poster!"" link=""https://www.youtube.com/watch?v=cxIFquxbCnk""  /]","[author name=""R darakjian"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Unusual Effects, Borderlines, Ect."" desc=""I show how to add Unusual effects, Map effects, Cool Rendering Settings, and more!"" link=""https://www.youtube.com/watch?v=rwe2M6lhaoQ""  /]","[author name=""R darakjian"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to make the camera FOCUS on a model!"" desc=""Hey Guys! Today I will show you how to use the Facial Plane to focus in on a certain model!"" link=""https://www.youtube.com/watch?v=xweL6eXSGq8""  /]","[author name=""R darakjian"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to Fix The Black materials in SFM"" desc=""Today I show you how to fix the black textures that you will get for common tf2 items"" link=""https://www.youtube.com/watch?v=2ZHz1tDszm0""  /]","[author name=""R darakjian"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""SFM's Render Target cameras or RT cameras"" desc=""SFM's Render Target cameras or RT cameras"" link=""https://www.youtube.com/watch?v=VOeHkZsIJs4""  /]","[author name=""Doc_Ock_Rokc"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Doc talks about lɪp sɪŋk"" desc=""Doc talks about lɪp sɪŋk"" link=""https://www.youtube.com/watch?v=yFiutP39HdM""  /]","[author name=""Doc_Ock_Rokc"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Doc's Practical Propensity to Particular Painting Problems"" desc=""Doc's Practical Propensity to Particular Painting Problems"" link=""https://www.youtube.com/watch?v=L7POcNT0_L4""  /]","[author name=""Doc_Ock_Rokc"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Doc's Dour Didactic of Delinquent Duplication"" desc=""Doc's Dour Didactic of Delinquent Duplication"" link=""https://www.youtube.com/watch?v=0Bd2ai8Ayro""  /]","[author name=""Doc_Ock_Rokc"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Omni-Lights and Living Shadows"" desc=""Omni-Lights and Living Shadows"" link=""https://www.youtube.com/watch?v=dohJONX9Jd0""  /]","[author name=""Doc_Ock_Rokc"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Puppet script(s)!"" desc=""Puppet script(s)!"" link=""https://www.youtube.com/watch?v=u3Qr9fYqtuo""  /]","[author name=""Doc_Ock_Rokc"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Color Script Improvements"" desc=""Color Script Improvements"" link=""https://www.youtube.com/watch?v=gP_6y0c9iyM""  /]","[author name=""Doc_Ock_Rokc"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""True puppet animation transfer"" desc=""True puppet animation transfer"" link=""https://www.youtube.com/watch?v=9yNzyPurdIA""  /]","[author name=""Doc_Ock_Rokc"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to use Source Filmmaker"" desc=""I am going to teach you how to use Source Filmmaker"" link=""https://www.youtube.com/watch?v=k-SkoROFaEA""  /]","[author name=""The Gaming Bros"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to make a simple SFM poster"" desc=""How to make a simple SFM poster"" link=""https://www.youtube.com/watch?v=0TB6rOe1Tbs""  /]","[author name=""RadioactiveSamuraiB"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to make an SFM Poster"" desc=""I teach you how to make a poster in Source Filmmaker,free on steam!"" link=""https://www.youtube.com/watch?v=O9sw5xZvx8E""  /]","[author name=""WWOG"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""TF2 - Making some SFM Posters"" desc=""TF2 - Making some SFM Posters"" link=""https://www.youtube.com/watch?v=uYqQl8SDflE""  /]","[author name=""Essoplerck"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to make a Loadout Poster for Team Fortress 2"" desc=""How to make a Loadout Poster for Team Fortress 2 in Source Filmmaker"" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=163352456""  /]","[author name=""Noddy"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""How to make a Loadout Poster for Team Fortress 2"" desc=""I Will Show You How To Make A SFM Team Fortress 2 Loadout Poster"" link=""https://www.youtube.com/watch?v=nu3tHdCu1DA""  /]","[author name=""Oskar Does Games!"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Tips : SSAO And Focal Distance"" desc=""Tips : SSAO And Focal Distance"" link=""https://www.youtube.com/watch?v=jARGuQ5Pmh4""  /]","[author name=""Oskar Does Games!"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Loading a Map and Characters"" desc=""Loading a Map and Characters"" link=""https://www.youtube.com/watch?v=63I68VSO8Sc""  /]","[author name=""ShotokaiNinja"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""SFM Cloak.bsp fix source filmmaker"" desc=""This video is for those who have the problem for the cloak.bsp problem all you do is need to delete the word cloak in the search selection."" link=""https://www.youtube.com/watch?v=PQ3ENuoh6fk""  /]","[author name=""ShotokaiNinja"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to Use Portal 2 Models"" desc=""Covers the process of getting Portal 2 models to work in SFM"" link=""http://forums.steampowered.com/forums/showthread.php?t=2824377""  /]","[author name=""lostprophetpunk"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""How to auto-facepose HL2 models"" desc=""Getting HL2 models to talk with Extract Phonemes"" link=""http://forums.steampowered.com/forums/showthread.php?t=2787740""  /]","[author name=""gavintlgold"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Source Filmmaker Keyboard Shortcut Reference"" desc=""keyboard shortcut reference"" link=""http://i.imgur.com/twS8m.png""  /]","[author name=""ianskate"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Fix SFM starting in Particle Editor Mode bug"" desc=""A simple workaround SFM starting in Particle Editor Mode"" link=""http://forums.steampowered.com/forums/showpost.php?p=31459726&amp;postcount=6""  /]","[author name=""AirBlastSawKill"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Source Filmmaker Bug Fixes Mega Thread"" desc=""Collection of common and not so common bugs you may encounter with SFM"" link=""http://forums.steampowered.com/forums/showthread.php?t=2807858""  /]","[author name=""lostprophetpunk"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Use the SDK Content rigs for custom animation for use in SFM"" desc=""Use the SDK Content rigs for custom animation for use in SFM"" link=""http://forums.steampowered.com/forums/showpost.php?p=31729086&amp;postcount=1""  /]","[author name=""retromaticon"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Import animations, including motion capture files into SFM!"" desc=""Import animations, including motion capture files into SFM!"" link=""http://forums.steampowered.com/forums/showthread.php?t=2793373""  /]","[author name=""gavintlgold"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""How to make TF2 hats look painted in SFM"" desc=""How to make TF2 hats look painted in SFM"" link=""http://forums.steampowered.com/forums/showpost.php?p=31679263&amp;postcount=1""  /]","[author name=""Rawr"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""How to make the zombie models in SFM"" desc=""How to make the zombie models in SFM"" link=""http://forums.steampowered.com/forums/showpost.php?p=33248897&amp;postcount=1""  /]","[author name=""rc_cola"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Medigun Beam Tutorial"" desc=""How to make the Medigun Beam in SFM"" link=""http://forums.steampowered.com/forums/showpost.php?p=31581954&amp;postcount=1""  /]","[author name=""rc_cola"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""SFM Linear/32bpc Float Workflow"" desc=""SFM Linear/32bpc Float Workflow"" link=""http://forums.steampowered.com/forums/showpost.php?p=32504970&amp;postcount=1""  /]","[author name=""PalmliX"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""A quick and easy guide to getting MvM to work in Source Filmmaker"" desc="" A quick and easy guide to getting MvM to work in Source Filmmaker"" link=""http://forums.steampowered.com/forums/showpost.php?p=32554775&amp;postcount=1""  /]","[author name=""Monathin"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Krayzeh's Lighting Guide"" desc=""This is a basic tutorial on Three Point Lighting, which is not only used by SFM users, but also by professional cinematographers as well."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=497454233""  /]","[author name=""Krayzeh"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""How to scale Models"" desc=""Scaling made simple. Most other guides require extra tools. This however, only uses the Source Engine."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=270886173""  /]","[author name=""Neui"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Steam Library Fix"" desc=""What to do when the Steam Library won't give you easy access to SFM."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=461826840""  /]","[author name=""Tumbolisu"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Using TF2 Operation and Map Workshop maps in SFM"" desc=""Learn how to decompress these maps so that SFM won't crash upon loading them."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=480267373""  /]","[author name=""6000 ANGRY BEES"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""How to get reflective water in SFM - Colum's Tips"" desc=""In this video, I very quickly show you how to make your waters reflect things like real water does, in Source Filmmaker."" link=""https://www.youtube.com/watch?v=FpyXyb98n90""  /]","[author name=""Columbidae SFM"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""Destructable Environments"" desc=""I show you how to make walls, floors, and just about anything break into pieces"" link=""https://www.youtube.com/watch?v=64NkEFWEJp8""  /]","[author name=""Columbidae SFM"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to Add a Mirror to your Map"" desc=""A very short but informative tutorial. Please note, Hammer Knowledge is required to do this, so if you're new to hammer, get acquainted first."" link=""https://www.youtube.com/watch?v=mYBofKeHB-g""  /]","[author name=""Columbidae SFM"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""How to change a map's sky"" desc=""In this guide, I'll show you how to change the sky of a map using hammer world editor."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=505989409"" /]","[author name=""Keplyx"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""SFM Basics"" desc=""In this guide we will cover the basics of SFM and what is reccomended for SFM."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=334264761"" /]","[author name=""Katisha"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Places to Get Resources"" desc=""Where to get models, props, and maps for Source Filmmaker and Garry's Mod."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=372161139"" /]","[author name=""Brütal Taco"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""SFM Animation"" desc=""Here we will cover the topic of Animation in SFM, this is a more of a time-consumeing part than a diffucult part."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=342308671"" /]","[author name=""Katisha"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""SFM 101 (Updated 01.08.2015)"" desc=""A collection of the most useful stuff for SFM"" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=484369123"" /]","[author name=""Kiisliy"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Applying a particle system to a model"" desc=""In this tutorial I will try to explain how to apply a particle system to a model. This isnt a simple lock, it makes the particle system go over the entire model."" link=""http://forums.steampowered.com/forums/showpost.php?p=31832144&amp;postcount=1"" /]","[author name=""turk645"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Dota 2 – Source Filmmaker Tutorial"" desc=""In=Depth Tutorial covering how to use SFM with Dota 2 Content"" link=""http://www.cyborgmatt.com/2012/07/dota-2-sfm-tutorial/"" /]","[author name=""Cyborgmatt"" alt=""generic"" img=""https://s5.postimg.cc/oq1vjltkz/generic_author.png""]"
"[tut_desc name=""How to remove the weapon flashing"" desc="" I'm sure that many of you had problems with gun flashing after recording."" link=""http://forums.steampowered.com/forums/showpost.php?p=35529811&amp;postcount=1"" /]","[author name=""iVilux"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Building Multiple Sentries"" desc=""In this brief (but hopefully informative) tutorial, I explain how to build multiple level-3-capable sentries using the Source Filmmaker in-game recording tool."" link=""https://www.youtube.com/watch?v=qGUp6Zu-Uz8"" /]","[author name=""Otaku+"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""CS:GO/Portal 2 Model Import"" desc=""Importing models from CSGO and Portal 2 into SFM"" link=""https://www.youtube.com/watch?v=I8qvdbtcnF0"" download_link=""https://mega.nz/#F!dYQBSAxJ!pJG9dxelQCNgpGPaCpIE2A"" /]","[author name=""krailyx"" alt=""yt"" img=""https://s5.postimg.cc/ld043nxmr/author_yt.png""]"
"[tut_desc name=""R234 and Sync.'s Texture Fixes"" desc=""Here you can find a list of texture fixes which allows model recolouring to work."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=253849032"" /]","[author name=""R234"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Manually Updating TF2 Content"" desc=""SFM lags behind TF2 in getting the latest innovations in hats and hat-esque objects (and also maps I guess). Here's how to remedy that if you're impatient."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=234952643"" /]","[author name=""6000 ANGRY BEES"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""How to swap heads"" desc=""After some experimenting I've found a relatively quick way of swapping heads in the SFM"" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=346626498"" /]","[author name=""Cuddlebug"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Changing Textures Using Material Overrides"" desc=""A handy, step-by-step guide to using Material Overrides to replace a model's texture with another texture. Very useful for all sorts of clever SFMing tricks!"" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=291500222"" /]","[author name=""6000 ANGRY BEES"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""The animation guide"" desc=""Learn some stuff about animation in SFM. This won't get you a job at pixar or disney but it will help you improve (I hope)."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=461083885"" /]","[author name=""birthday"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Converting A Map To SFM"" desc=""Learn how to convert maps to work in Source Filmmaker with a bare minimum of fuss."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=232594442"" /]","[author name=""6000 ANGRY BEES"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""How to make Animated Images"" desc=""Now you can get into that attention *prostitude as an insult* game!"" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=158186863"" /]","[author name=""Christoffer395"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Contributing to the SFM Steam Workshop"" desc=""I will give you instructions on how you can share sound and model assets you've created through the Steam Workshop."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=184572356"" /]","[author name=""Jimo"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""How to animate a breathing animation from scratch (The correct way!)"" desc=""This guide will teach you the basics of breathing animations. I am not necessarily the best at writing tutorials but I thought I would give it a go since no-one has made a proper tutorial on it."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=350030896"" /]","[author name=""Sloth"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""The Basics for making an SFM Poster"" desc=""These are the basics of making your very own Source Filmmaker poster."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=206282580"" /]","[author name=""$INAI"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Painting items."" desc=""This guide will teach you how to simply paint an item without scripts or any external programs!"" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=371730035"" /]","[author name=""Munchy"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Importing Garry's Mod Workshop Content into SFM"" desc=""The Garry's Mod Workshop has lots of interesting models and maps that aren't available anywhere else. Here's how to use them."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=214436806"" /]","[author name=""6000 ANGRY BEES"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Unusual Particle Filenames"" desc=""Having trouble finding the appropriate effect that you want when you are making unusual loadout posters?"" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=187038852"" /]","[author name=""Sync"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Lighting guide for 1 Character"" desc=""This guide will use the well kown method called Three Point Lighting. It's a technique that all photographers use for a potrait, aswell in movies."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=365031186"" /]","[author name=""rafi"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Model Filenames for all Weapons, Hats and Miscs"" desc=""Did it ever occur to you that it would be so much simpler to find the items in Source Filmmaker if their filenames were the same as their display names?"" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=122763613"" /]","[author name=""R234"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Introduction Tutorial on SFM for new users!"" desc=""Do your SFM posters look boring? Bland? Non-interesting? If you said yes, your lighting is probably not very good or you have poor camera settings. "" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=358587365"" /]","[author name=""Naabe"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Depth Of Field"" desc=""This guide will teach you how to add Depth of Field to your Source FilmMaker scene"" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=123134497"" /]","[author name=""haroony"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Three Point Lighting"" desc=""This guide will teach you how to do basic three point lighting in the Source FilmMaker"" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=123102676"" /]","[author name=""haroony"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""How to Paint Items in Source Filmmaker"" desc=""In this guide I will show you how to paint Team Fortress 2 Hats and Miscs in Source Filmmaker. "" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=123102676"" download_link=""http://steamcommunity.com/sharedfiles/filedetails/?id=157649116"" /]","[author name=""noddy"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""How to use KillStreak Eye Effects"" desc=""The goal of this guide is share a method of adding Killstreak Eye Effects and coloring."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=261359148"" /]","[author name=""Cmp™"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Import Portal, Portal 2, CSGo, Half-life 2, Any Source game into SFM"" desc=""How to get any source game into SFM"" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=126371116"" /]","[author name=""Fire Flame Sniper"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Fixing the grainy AO"" desc=""Got some dodgy grain-like shadows on your creation? This guide can help you fix it!"" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=149692868"" /]","[author name=""Munchy"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Repair Textures to Fix Hats and Make Them Paintable in SFM"" desc=""This is a six part series on how to repair materials in the Robotic Boogaloo Hats and Misc Items, the Heavy's ToughGuy Toque and the VooDoo JuJu to fix them from being black or glowing and display there proper colours."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=153130138"" /]","[author name=""Pte Jack"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Weapon Sheen Guide"" desc=""A Quick Guide To Show you how to make the sheens. Sadly It works only on normal weapons, Not The Austrlium ones."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=251231034"" download_link=""https://mega.nz/#F!kEhAgYBZ!svCa5OT_oHBQc5Mn-ajc8w"" /]","[author name=""Dooudaa"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""Material VMT Fix Resource"" desc=""Kringle is glowing?, Sore Eyes showing white iris when there's a light? Concierge showing fire texture?"" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=182880961"" /]","[author name=""Sync"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
"[tut_desc name=""How to make an unusual poster (an easy-worded crash course)"" desc=""I cover a lot of techniques in this guide, some basic, some advanced. 
It is very thorough, with nearly 110 annotated screenshots."" link=""http://steamcommunity.com/sharedfiles/filedetails/?id=186547299"" download_link=""https://mega.nz/#F!JU4m3QxT!lwUiLvW4tHzBec8L_wuaQg"" /]","[author name=""Gerbetta"" alt=""steam"" img=""https://s5.postimg.cc/xxn9l8b2b/steam_community_author.png""]"
